lemma,upos,us,uk,count
nowhere,ADV,/ˈnoʊˌwɛɹ/,/nˈə‍ʊwe‍ə/,5582367
cop,NOUN,/ˈkɑp/,/kˈɒp/,5581961
gale,NOUN,/ˈɡeɪɫ/,/ɡˈe‍ɪl/,5578617
adolescent,ADJ,/ˌædəˈɫɛsənt/,/ˌædəlˈɛsənt/,5577666
dim,NOUN,/ˈdɪm/,/dˈɪm/,5575497
lately,ADV,/ˈɫeɪtɫi/,/lˈe‍ɪtli/,5574422
scary,ADJ,/ˈskɛɹi/,/skˈe‍əɹi/,5571680
mattress,NOUN,/ˈmætɹəs/,/mˈætɹəs/,5570672
likewise,ADV,/ˈɫaɪˌkwaɪz/,/lˈa‍ɪkwa‍ɪz/,5568135
banana,NOUN,/bəˈnænə/,/bɐnˈɑːnɐ/,5567941
introductory,NOUN,/ˌɪntɹəˈdəktɝi/,/ˌɪntɹədˈʌktəɹˌi/,5567853
reservoir,NOUN,/ˈɹɛzəvˌwɑɹ/,/ɹˈɛzəvwˌɑː/,5562138
occurrence,NOUN,/əˈkɝəns/,/əkˈɜːɹəns/,5561539
idol,INTJ,/ˈaɪdəɫ/,/ˈa‍ɪdə‍l/,5560487
bloody,VERB,/ˈbɫədi/,/blˈʌdi/,5559606
mixer,NOUN,/ˈmɪksɝ/,/mˈɪksɐ/,5558245
remind,VERB,/ɹiˈmaɪnd/,/ɹɪmˈa‍ɪnd/,5558174
demographic,ADJ,/ˌdɛməˈɡɹæfɪk/,/dˌɛməɡɹˈæfɪk/,5553274
tooth,NOUN,/ˈtuθ/,/tˈuːθ/,5551049
disciplinary,NOUN,/ˈdɪsəpɫəˌnɛɹi/,/dˈɪsɪplˌɪnəɹi/,5549568
disclose,VERB,/dɪˈskɫoʊz/,/dɪsklˈə‍ʊz/,5547253
affair,NOUN,/əˈfɛɹ/,/ɐfˈe‍ə/,5545856
drove,NOUN,/ˈdɹoʊv/,/dɹˈə‍ʊv/,5545848
washer,NOUN,/ˈwɑʃɝ/,/wˈɒʃɐ/,5545568
restrict,NOUN,/ɹiˈstɹɪkt/,/ɹɪstɹˈɪkt/,5544351
springer,NOUN,/ˈspɹɪŋɝ/,/spɹˈɪŋɐ/,5544157
beside,ADV,/ˌbiˈsaɪd/,/bɪsˈa‍ɪd/,5543255
logan,ADJ,/ˈɫoʊɡən/,/lˈə‍ʊɡən/,5539308
mentor,NOUN,/ˈmɛnˌtɔɹ/,/mˈɛntɔː/,5537836
elimination,NOUN,/ɪˌɫɪməˈneɪʃən/,/ɪlˌɪmɪnˈe‍ɪʃən/,5533839
hypothetical,ADJ,/ˌhaɪpəˈθɛtəkəɫ/,/hˌa‍ɪpəθˈɛtɪkə‍l/,5532893
complimentary,ADJ,/ˌkɑmpɫəˈmɛntɝi/,/kˌɒmplɪmˈɛntəɹi/,5530978
helicopter,NOUN,/ˈhɛɫɪˌkɑptɝ/,/hˈɛlɪkˌɒptɐ/,5528827
pencil,NOUN,/ˈpɛnsəɫ/,/pˈɛnsə‍l/,5527529
freeze,VERB,/ˈfɹiz/,/fɹˈiːz/,5526731
performer,NOUN,/pɝˈfɔɹmɝ/,/pəfˈɔːmɐ/,5525369
commissions,NOUN,/kəˈmɪʃənz/,/kəmˈɪʃənz/,5523311
sphere,NOUN,/ˈsfɪɹ/,/sfˈi‍ə/,5522351
moss,NOUN,/ˈmɔs/,/mˈɒs/,5518013
concord,NOUN,/ˈkɑnˌkɔɹd/,/kənkˈɔːd/,5516199
surprising,ADJ,/səˈpɹaɪzɪŋ/,/səpɹˈa‍ɪzɪŋ/,5510793
walnut,VERB,/ˈwɔɫˌnət/,/wˈɒlnʌt/,5509894
lance,NOUN,/ˈɫæns/,/lˈɑːns/,5509634
ladder,NOUN,/ˈɫædɝ/,/lˈædɐ/,5508719
unnecessary,ADJ,/ənˈnɛsəˌsɛɹi/,/ʌnnˈɛsəsəɹi/,5507431
dramatically,ADV,/dɹəˈmætɪkəɫi/,/dɹəmˈætɪkli/,5507401
cork,NOUN,/ˈkɔɹk/,/kˈɔːk/,5502436
senators,NOUN,/ˈsɛnətɝz/,/sˈɛnətəz/,5497805
workout,NOUN,/ˈwɝˌkaʊt/,/wˈɜːka‍ʊt/,5497220
likelihood,NOUN,/ˈɫaɪkɫiˌhʊd/,/lˈa‍ɪklihˌʊd/,5493171
purse,NOUN,/ˈpɝs/,/pˈɜːs/,5488891
contamination,NOUN,/kənˌtæməˈneɪʃən/,/kəntˌæmɪnˈe‍ɪʃən/,5488731
compromise,NOUN,/ˈkɑmpɹəˌmaɪz/,/kˈɒmpɹəmˌa‍ɪz/,5485442
masturbation,NOUN,/ˌmæstɝˈbeɪʃən/,/mˌɑːstəbˈe‍ɪʃən/,5484672
dome,NOUN,/ˈdoʊm/,/dˈə‍ʊm/,5482989
leu,X,/ˈɫu/,/lˈuː/,5480452
expiration,NOUN,/ˌɛkspɝˈeɪʃən/,/ɛkspəɹˈe‍ɪʃən/,5479431
align,ADV,/əˈɫaɪn/,/ɐlˈa‍ɪn/,5478643
peripheral,ADJ,/pɝˈɪfɝəɫ/,/pəɹˈɪfəɹə‍l/,5477849
bless,VERB,/ˈbɫɛs/,/blˈɛs/,5477461
negotiation,NOUN,/nɪˌɡoʊʃiˈeɪʃən/,/nɪɡˈə‍ʊʃɪˈe‍ɪʃən/,5477161
crest,ADJ,/ˈkɹɛst/,/kɹˈɛst/,5477034
triumph,INTJ,/ˈtɹaɪəmf/,/tɹˈa‍ɪʌmf/,5473738
confidentiality,NOUN,/ˌkɑnfəˌdɛnʃiˈæɫəti/,/kˌɒnfɪdˈɛnʃɪˈælɪti/,5473407
electoral,ADJ,/ɪˈɫɛktɝəɫ/,/ɪlˈɛktəɹə‍l/,5472569
orgasm,NOUN,/ˈɔɹɡæzəm/,/ˈɔːɡæzəm/,5470251
alternatively,ADV,/ɔɫˈtɝnətɪvɫi/,/ɔːltˈɜːnətˌɪvli/,5469870
heel,NOUN,/ˈhiɫ/,/hˈiːl/,5468921
yang,NOUN,/ˈjæŋ/,/jˈæŋ/,5465949
gently,ADV,/ˈdʒɛntɫi/,/d‍ʒˈɛntli/,5465493
controversial,ADJ,/ˌkɑntɹəˈvɝʃəɫ/,/kˌɒntɹəvˈɜːʃə‍l/,5460493
draws,NOUN,/ˈdɹɔz/,/dɹˈɔːz/,5458448
fridge,NOUN,/ˈfɹɪdʒ/,/fɹˈɪd‍ʒ/,5458180
blanket,NOUN,/ˈbɫæŋkət/,/blˈæŋkɪt/,5457762
bloom,X,/ˈbɫum/,/blˈuːm/,5456938
justify,INTJ,/ˈdʒəstəˌfaɪ/,/d‍ʒˈʌstɪfˌa‍ɪ/,5448520
upgrading,NOUN,/ˈəpˌɡɹeɪdɪŋ/,/ʌpɡɹˈe‍ɪdɪŋ/,5448063
loops,NOUN,/ˈɫups/,/lˈuːps/,5439483
surge,NOUN,/ˈsɝdʒ/,/sˈɜːd‍ʒ/,5436623
trauma,NOUN,/ˈtɹɔmə/,/tɹˈɔːmɐ/,5434737
possess,NOUN,/pəˈzɛs/,/pəzˈɛs/,5431346
defensive,ADJ,/dɪˈfɛnsɪv/,/dɪfˈɛnsɪv/,5430651
sip,NOUN,/ˈsɪp/,/sˈɪp/,5430090
forbidden,ADJ,/ˈfɔɹbɪdən/,/fəbˈɪdən/,5424002
vanilla,NOUN,/vəˈnɪɫə/,/vɐnˈɪlɐ/,5422197
picnic,NOUN,/ˈpɪkˌnɪk/,/pˈɪknɪk/,5417141
spank,NOUN,/ˈspæŋk/,/spˈæŋk/,5416004
practitioner,NOUN,/pɹækˈtɪʃənɝ/,/pɹæktˈɪʃənɐ/,5411869
dumb,ADJ,/ˈdəm/,/dˈʌm/,5409969
hollow,NOUN,/ˈhɑɫoʊ/,/hˈɒlə‍ʊ/,5408962
vault,NOUN,/ˈvɔɫt/,/vˈɒlt/,5408483
securely,ADV,/sɪkˈjʊɹɫi/,/sɪkjˈɔːli/,5408425
groove,NOUN,/ˈɡɹuv/,/ɡɹˈuːv/,5407261
revelation,NOUN,/ˌɹɛvəˈɫeɪʃən/,/ɹˌɛvɪlˈe‍ɪʃən/,5406421
pursuit,VERB,/pɝˈsut/,/pəsˈuːt/,5404544
delegation,NOUN,/ˌdɛɫəˈɡeɪʃən/,/dˌɛlɪɡˈe‍ɪʃən/,5401948
greenhouse,NOUN,/ˈɡɹinˌhaʊs/,/ɡɹˈiːnha‍ʊs/,5396539
transparency,NOUN,/tɹænˈspɛɹənsi/,/tɹænspˈæɹənsi/,5393362
endless,ADJ,/ˈɛndɫəs/,/ˈɛndləs/,5392222
orbit,NOUN,/ˈɔɹbət/,/ˈɔːbɪt/,5389062
bacon,NOUN,/ˈbeɪkən/,/bˈe‍ɪkən/,5385205
heater,NOUN,/ˈhitɝ/,/hˈiːtɐ/,5380658
colony,NOUN,/ˈkɑɫəni/,/kˈɒləni/,5378572
cannon,NOUN,/ˈkænən/,/kˈænən/,5377826
circus,NOUN,/ˈsɝkəs/,/sˈɜːkəs/,5377139
mel,NOUN,/ˈmɛɫ/,/mˈɛl/,5372436
spine,NOUN,/ˈspaɪn/,/spˈa‍ɪn/,5370074
trout,NOUN,/ˈtɹaʊt/,/tɹˈa‍ʊt/,5369048
feat,NOUN,/ˈfit/,/fˈiːt/,5368462
temporarily,ADV,/ˌtɛmpɝˈɛɹəɫi/,/tˌɛmpəɹˈɛɹəli/,5368112
thriller,NOUN,/ˈθɹɪɫɝ/,/θɹˈɪlɐ/,5364843
transmit,VERB,/tɹænzˈmɪt/,/tɹænsmˈɪt/,5364052
fatty,NOUN,/ˈfæti/,/fˈæti/,5363547
hunger,NOUN,/ˈhəŋɡɝ/,/hˈʌŋɡɐ/,5358049
sic,ADJ,/ˈsɪk/,/sˈɪk/,5357059
municipality,NOUN,/ˌmjunɪsəˈpæɫəti/,/mjuːnˈɪsɪpˈælɪti/,5355008
detective,NOUN,/dɪˈtɛktɪv/,/dɪtˈɛktɪv/,5353706
surgeon,NOUN,/ˈsɝdʒən/,/sˈɜːd‍ʒən/,5350136
cement,NOUN,/səˈmɛnt/,/sɪmˈɛnt/,5349862
fireplace,NOUN,/ˈfaɪɝˌpɫeɪs/,/fˈa‍ɪ‍əple‍ɪs/,5345450
endorsement,NOUN,/ɛnˈdɔɹsmənt/,/ɛndˈɔːsmənt/,5343221
missile,NOUN,/ˈmɪsəɫ/,/mˈɪsa‍ɪl/,5339587
psychiatry,NOUN,/saɪˈkaɪətɹi/,/sa‍ɪkˈa‍ɪ‍ətɹi/,5333073
persistent,ADJ,/pɝˈsɪstənt/,/pəsˈɪstənt/,5332514
glow,NOUN,/ˈɡɫoʊ/,/ɡlˈə‍ʊ/,5329899
auditor,NOUN,/ˈɔdɪtɝ/,/ˈɔːdɪtɐ/,5328551
aquarium,NOUN,/əˈkwɛɹiəm/,/ɐkwˈe‍əɹi‍əm/,5327865
violin,NOUN,/vaɪəˈɫɪn/,/va‍ɪ‍əlˈɪn/,5327802
prophet,X,/ˈpɹɑfət/,/pɹˈɒfɪt/,5326547
bracket,NOUN,/ˈbɹækɪt/,/bɹˈækɪt/,5321561
oxide,ADV,/ˈɑkˌsaɪd/,/ˈɒksa‍ɪd/,5321340
oaks,NOUN,/ˈoʊks/,/ˈə‍ʊks/,5320404
magnificent,ADJ,/mæɡˈnɪfəsənt/,/mæɡnˈɪfɪsənt/,5319310
colleague,NOUN,/ˈkɑɫiɡ/,/kˈɒliːɡ/,5317221
promptly,ADV,/ˈpɹɑmpɫi/,/pɹˈɒmptli/,5315422
modems,NOUN,/ˈmoʊdəmz/,/mˈə‍ʊdɛmz/,5315313
adaptation,NOUN,/ˌædəpˈteɪʃən/,/ɐdɐptˈe‍ɪʃən/,5314230
harmful,ADJ,/ˈhɑɹmfəɫ/,/hˈɑːmfə‍l/,5313786
paintball,NOUN,/ˈpeɪntˌbɑɫ/,/pˈe‍ɪntbɔːl/,5311691
sexually,ADV,/ˈsɛkʃuəɫi/,/sˈɛkʃuːə‍li/,5310148
enclosure,NOUN,/ɛnˈkɫoʊʒɝ/,/ɛnklˈə‍ʊʒɐ/,5309730
dividend,NOUN,/ˈdɪvɪˌdɛnd/,/dˈɪvɪdənd/,5305595
glucose,NOUN,/ˈɡɫuˌkoʊs/,/ɡlˈuːkə‍ʊs/,5301959
phantom,NOUN,/ˈfænəm/,/fˈɑːntəm/,5301147
norm,INTJ,/ˈnɔɹm/,/nˈɔːm/,5299839
playback,NOUN,/ˈpɫeɪˌbæk/,/plˈe‍ɪbæk/,5299771
turtle,NOUN,/ˈtɝtəɫ/,/tˈɜːtə‍l/,5297998
absorption,NOUN,/əbˈsɔɹpʃən/,/ɐbsˈɔːpʃən/,5294724
neural,ADJ,/ˈnjʊɹəɫ/,/njˈuːɹə‍l/,5292673
fossil,NOUN,/ˈfɑsəɫ/,/fˈɒsə‍l/,5291925
hometown,NOUN,/ˈhoʊmˌtaʊn/,/hˈə‍ʊmta‍ʊn/,5290705
badly,ADV,/ˈbædɫi/,/bˈædli/,5290145
apollo,INTJ,/əˈpɑɫoʊ/,/ɐpˈɒlə‍ʊ/,5286526
continually,ADV,/kənˈtɪnjuəɫi/,/kəntˈɪnjuːə‍li/,5278721
communist,ADJ,/ˈkɑmjənəst/,/kˈɒmjuːnˌɪst/,5278277
collectible,ADJ,/kəˈɫɛktəbəɫ/,/kəlˈɛktəbə‍l/,5277927
handmade,NOUN,/ˈhænˈmeɪd/,/hˈændme‍ɪd/,5276538
jade,NOUN,/ˈdʒeɪd/,/d‍ʒˈe‍ɪd/,5272655
scoop,NOUN,/ˈskup/,/skˈuːp/,5272369
foul,INTJ,/ˈfaʊɫ/,/fˈa‍ʊl/,5268620
keno,INTJ,/ˈkinoʊ/,/kˈiːnə‍ʊ/,5268379
earning,NOUN,/ˈɝnɪŋ/,/ˈɜːnɪŋ/,5266443
mailman,NOUN,/ˈmeɪɫˌmæn/,/mˈe‍ɪlmən/,5266389
biodiversity,NOUN,/ˌbaɪoʊdaɪˈvɝsəti/,/bˌa‍ɪə‍ʊda‍ɪvˈɜːsɪti/,5265501
excitement,NOUN,/ɪkˈsaɪtmənt/,/ɛksˈa‍ɪtmənt/,5262975
verbal,ADJ,/ˈvɝbəɫ/,/vˈɜːbə‍l/,5259521
blink,NOUN,/ˈbɫɪŋk/,/blˈɪŋk/,5257629
presently,ADV,/ˈpɹɛzəntɫi/,/pɹˈɛzəntlˌi/,5254807
mysterious,ADJ,/mɪˈstɪɹiəs/,/mɪstˈi‍əɹɪəs/,5252752
novelty,NOUN,/ˈnɑvəɫti/,/nˈɒvə‍lti/,5252481
tiles,NOUN,/ˈtaɪɫz/,/tˈa‍ɪlz/,5251527
librarian,ADJ,/ɫaɪˈbɹɛˌɹiən/,/la‍ɪbɹˈe‍əɹi‍ən/,5250166
pose,VERB,/ˈpoʊz/,/pˈə‍ʊz/,5242405
fuzzy,INTJ,/ˈfəzi/,/fˈʌzi/,5241931
therapist,NOUN,/ˈθɛɹəpəst/,/θˈɛɹəpˌɪst/,5238169
relaxation,NOUN,/ˌɹiɫækˈseɪʃən/,/ɹɪlɐksˈe‍ɪʃən/,5231884
goat,NOUN,/ˈɡoʊt/,/ɡˈə‍ʊt/,5231735
render,VERB,/ˈɹɛndɝ/,/ɹˈɛndɐ/,5231571
thereafter,ADV,/ðɛˈɹæftɝ/,/ðe‍əɹˈɑːftɐ/,5229938
hardwood,NOUN,/ˈhɑɹdˌwʊd/,/hˈɑːdwʊd/,5228441
erotica,NOUN,/ɪˈɹɑtɪkə/,/ɪɹˈɒtɪkɐ/,5228241
temporal,ADJ,/ˈtɛmpɝəɫ/,/tˈɛmpəɹə‍l/,5228038
sail,NOUN,/ˈseɪɫ/,/sˈe‍ɪl/,5227908
forge,NOUN,/ˈfɔɹdʒ/,/fˈɔːd‍ʒ/,5226805
dense,NOUN,/ˈdɛns/,/dˈɛns/,5225392
brave,ADJ,/ˈbɹeɪv/,/bɹˈe‍ɪv/,5221356
awful,ADJ,/ˈɑfəɫ/,/ˈɔːfə‍l/,5217370
nightmare,NOUN,/ˈnaɪtˌmɛɹ/,/nˈa‍ɪtme‍ə/,5217283
impose,VERB,/ˌɪmˈpoʊz/,/ɪmpˈə‍ʊz/,5214173
organisms,NOUN,/ˈɔɹɡəˌnɪzəmz/,/ˈɔːɡɐnˌɪzəmz/,5212542
telescope,NOUN,/ˈtɛɫəˌskoʊp/,/tˈɛlɪskˌə‍ʊp/,5211922
asbestos,NOUN,/æsˈbɛstəs/,/æsbˈɛstəs/,5208835
pod,NOUN,/ˈpɑd/,/pˈɒd/,5206411
savage,NOUN,/ˈsævədʒ/,/sˈævɪd‍ʒ/,5205858
advancement,NOUN,/ədˈvænsmənt/,/ɐdvˈænsmənt/,5205341
harassment,NOUN,/hɝˈæsmənt/,/həɹˈæsmənt/,5204597
willow,NOUN,/ˈwɪˌɫoʊ/,/wˈɪlə‍ʊ/,5203465
bolt,NOUN,/ˈboʊɫt/,/bˈə‍ʊlt/,5202005
gage,NOUN,/ˈɡeɪdʒ/,/ɡˈe‍ɪd‍ʒ/,5201723
whore,ADV,/ˈhɔɹ/,/hˈɔː/,5199489
wagon,NOUN,/ˈwæɡən/,/wˈæɡən/,5198530
barbie,NOUN,/ˈbɑɹbi/,/bˈɑːbi/,5198277
favour,NOUN,/ˈfeɪvɝ/,/fˈe‍ɪvɐ/,5196953
knock,NOUN,/ˈnɑk/,/nˈɒk/,5196013
urge,NOUN,/ˈɝdʒ/,/ˈɜːd‍ʒ/,5195810
thorough,ADJ,/ˈθɝoʊ/,/θˈʌɹɐ/,5191306
replication,NOUN,/ˌɹɛpɫəˈkeɪʃən/,/ɹˌɛplɪkˈe‍ɪʃən/,5191008
inexpensive,ADJ,/ˌɪnɪkˈspɛnsɪv/,/ˌɪnɛkspˈɛnsɪv/,5190532
optimum,INTJ,/ˈɑptəməm/,/ˈɒptɪməm/,5188219
neon,NOUN,/ˈniɑn/,/nˈiːɒn/,5187838
quilt,ADV,/ˈkwɪɫt/,/kwˈɪlt/,5187075
creature,NOUN,/ˈkɹitʃɝ/,/kɹˈiːt‍ʃɐ/,5182781
ours,PRON,/ˈaʊɝz/,/ˈa‍ʊ‍əz/,5182681
internship,NOUN,/ˈɪntɝnˌʃɪp/,/ɪntˈɜːnʃɪp/,5181182
lone,ADJ,/ˈɫoʊn/,/lˈə‍ʊn/,5180561
aluminium,NOUN,/ˌæɫˈjumɪnəm/,/ˌæljʊmˈɪni‍əm/,5178887
snowboard,X,/ˈsnoʊˌbɔɹd/,/snˈə‍ʊbɔːd/,5178854
evanescence,NOUN,/ˌɛvəˈnɛsəns/,/ˌɛvənˈɛsəns/,5176436
subtle,ADJ,/ˈsətəɫ/,/sˈʌtə‍l/,5175269
firmware,NOUN,/ˈfɝmˌwɛɹ/,/fˈɜːmwe‍ə/,5172546
cope,VERB,/ˈkoʊp/,/kˈə‍ʊp/,5168827
shepherd,NOUN,/ˈʃɛpɝd/,/ʃˈɛpəd/,5167633
cradle,NOUN,/ˈkɹeɪdəɫ/,/kɹˈe‍ɪdə‍l/,5166543
chancellor,NOUN,/ˈtʃænsəɫɝ/,/t‍ʃˈɑːnsɛlɐ/,5165551
mambo,NOUN,/ˈmɑmboʊ/,/mˈæmbə‍ʊ/,5164902
lime,NOUN,/ˈɫaɪm/,/lˈa‍ɪm/,5164527
flour,NOUN,/ˈfɫaʊɝ/,/flˈa‍ʊ‍ə/,5162842
controversy,NOUN,/ˈkɑntɹəˌvɝsi/,/kˈɒntɹəvˌɜːsi/,5161175
legendary,INTJ,/ˈɫɛdʒənˌdɛɹi/,/lˈɛd‍ʒəndəɹi/,5158604
sympathy,NOUN,/ˈsɪmpəθi/,/sˈɪmpəθi/,5157330
choir,NOUN,/ˈkwaɪɝ/,/kwˈa‍ɪ‍ə/,5156247
beautifully,ADV,/ˈbjutəfɫi/,/bjˈuːtɪfəli/,5155531
blond,NOUN,/ˈbɫɑnd/,/blˈɒnd/,5155053
polymer,NOUN,/ˈpɑɫəmɝ/,/pˈɒlɪmɐ/,5151969
hygiene,NOUN,/ˈhaɪˌdʒin/,/hˈa‍ɪd‍ʒiːn/,5151461
wit,NOUN,/ˈwɪt/,/wˈɪt/,5149169
poultry,NOUN,/ˈpoʊɫtɹi/,/pˈə‍ʊltɹi/,5148028
virtue,NOUN,/ˈvɝtʃu/,/vˈɜːt‍ʃuː/,5147800
burst,NOUN,/ˈbɝst/,/bˈɜːst/,5147573
bouquet,NOUN,/buˈkeɪ/,/buːkˈe‍ɪ/,5143984
immunology,NOUN,/ˌɪmjuˈnɑɫədʒi/,/ɪmjuːnˈɒləd‍ʒi/,5143456
departmental,ADJ,/dɪˌpɑɹtˈmɛnəɫ/,/dɪpɑːtmˈɛntə‍l/,5141504
corpus,NOUN,/ˈkɔɹpəs/,/kˈɔːpəs/,5137372
terminology,NOUN,/ˌtɝmɪˈnɑɫədʒi/,/tˌɜːmɪnˈɒləd‍ʒi/,5134603
gentleman,ADJ,/ˈdʒɛnəɫmən/,/d‍ʒˈɛntə‍lmən/,5134582
fibre,NOUN,/ˈfaɪbɝ/,/fˈa‍ɪbɐ/,5134463
reproduce,VERB,/ˌɹipɹəˈdus/,/ɹɪpɹədjˈuːs/,5134246
spokesman,NOUN,/ˈspoʊksmən/,/spˈə‍ʊksmən/,5126711
frankfurt,NOUN,/ˈfɹæŋkfɝt/,/fɹˈæŋkfɜːt/,5125601
prisoner,NOUN,/ˈpɹɪzənɝ/,/pɹˈɪzənɐ/,5124810
daisy,NOUN,/ˈdeɪzi/,/dˈe‍ɪzi/,5124326
cursor,NOUN,/ˈkɝsɝ/,/kˈɜːsɐ/,5122085
earliest,ADJ,/ˈɝɫiəst/,/ˈɜːlɪəst/,5120593
restructuring,NOUN,/ɹiˈstɹəktʃɝɪŋ/,/ɹɪstɹˈʌkt‍ʃəɹɪŋ/,5119935
insects,NOUN,/ˈɪnˌsɛkts/,/ˈɪnsɛkts/,5119814
crude,NOUN,/ˈkɹud/,/kɹˈuːd/,5119129
maiden,VERB,/ˈmeɪdən/,/mˈe‍ɪdən/,5118578
simulations,NOUN,/ˌsɪmjəˈɫeɪʃənz/,/sˌɪmjʊlˈe‍ɪʃənz/,5118428
viking,NOUN,/ˈvaɪkɪŋ/,/vˈa‍ɪkɪŋ/,5115013
myrtle,NOUN,/ˈmɝtəɫ/,/mˈɜːtə‍l/,5114989
cleanup,NOUN,/ˈkɫiˌnəp/,/klˈiːnʌp/,5113575
yarn,NOUN,/ˈjɑɹn/,/jˈɑːn/,5113505
knit,NOUN,/ˈnɪt/,/nˈɪt/,5113070
conditional,ADJ,/kənˈdɪʃənəɫ/,/kəndˈɪʃənə‍l/,5112750
mug,X,/ˈməɡ/,/mˈʌɡ/,5112219
crossword,NOUN,/ˈkɹɔˌswɝd/,/kɹˈɒswɜːd/,5111954
bother,NOUN,/ˈbɑðɝ/,/bˈɒðɐ/,5111764
conceptual,ADJ,/kənˈsɛptʃuəɫ/,/kənsˈɛpt‍ʃuːə‍l/,5110735
compute,NOUN,/kəmˈpjut/,/kəmpjˈuːt/,5101135
redhead,VERB,/ˈɹɛdˌhɛd/,/ɹˈɛdhɛd/,5100843
translator,NOUN,/tɹænˈsɫeɪtɝ/,/tɹænslˈe‍ɪtɐ/,5099564
tractor,NOUN,/ˈtɹæktɝ/,/tɹˈæktɐ/,5098075
continent,NOUN,/ˈkɑntənənt/,/kˈɒntɪnənt/,5095575
unwrap,NOUN,/ənˈɹæp/,/ʌnɹˈæp/,5094329
longitude,NOUN,/ˈɫɑndʒəˌtud/,/lˈɒnd‍ʒɪtjˌuːd/,5091778
resist,NOUN,/ɹiˈzɪst/,/ɹɪsˈɪst/,5090633
pike,NOUN,/ˈpaɪk/,/pˈa‍ɪk/,5085622
safer,ADJ,/ˈseɪfɝ/,/sˈe‍ɪfɐ/,5085040
insertion,NOUN,/ˌɪnˈsɝʃən/,/ɪnsˈɜːʃən/,5084850
instrumentation,NOUN,/ˌɪnstɹəˌmɛnˈteɪʃən/,/ˌɪnstɹəməntˈe‍ɪʃən/,5083861
constraint,NOUN,/kənˈstɹeɪnt/,/kənstɹˈe‍ɪnt/,5080605
groundwater,NOUN,/ˈɡɹaʊndˌwɑtɝ/,/ɡɹˈa‍ʊndwɔːtɐ/,5080425
cologne,NOUN,/kəˈɫoʊn/,/kəlˈə‍ʊn/,5078538
ranger,NOUN,/ˈɹeɪndʒɝ/,/ɹˈe‍ɪnd‍ʒɐ/,5076621
smallest,ADJ,/ˈsmɔɫəst/,/smˈɔːləst/,5075157
insulation,NOUN,/ˌɪnsəˈɫeɪʃən/,/ˌɪnsuːlˈe‍ɪʃən/,5074667
marsh,INTJ,/ˈmɑɹʃ/,/mˈɑːʃ/,5073104
scared,ADJ,/ˈskɛɹd/,/skˈe‍əd/,5071401
infringement,NOUN,/ˌɪnˈfɹɪndʒmənt/,/ɪnfɹˈɪnd‍ʒmənt/,5070438
bent,ADJ,/ˈbɛnt/,/bˈɛnt/,5070333
subjective,ADJ,/səbˈdʒɛktɪv/,/sʌbd‍ʒˈɛktɪv/,5068230
asylum,INTJ,/əˈsaɪɫəm/,/ɐsˈa‍ɪləm/,5065723
stake,NOUN,/ˈsteɪk/,/stˈe‍ɪk/,5061965
cocktail,NOUN,/ˈkɑkˌteɪɫ/,/kˈɒkte‍ɪl/,5061626
arbor,NOUN,/ˈɑɹbɝ/,/ˈɑːbɐ/,5057261
poison,NOUN,/ˈpɔɪzən/,/pˈɔ‍ɪzən/,5056083
ethnicity,NOUN,/ɛθˈnɪsɪti/,/ɛθnˈɪsɪti/,5055334
costly,ADJ,/ˈkɑstɫi/,/kˈɒstli/,5054951
stitch,NOUN,/ˈstɪtʃ/,/stˈɪt‍ʃ/,5049524
rifle,NOUN,/ˈɹaɪfəɫ/,/ɹˈa‍ɪfə‍l/,5047417
severity,NOUN,/sɪˈvɛɹɪti/,/səvˈɛɹɪti/,5047284
notable,ADJ,/ˈnoʊtəbəɫ/,/nˈə‍ʊtəbə‍l/,5044802
warfare,NOUN,/ˈwɔɹˌfɛɹ/,/wˈɔːfe‍ə/,5044170
judiciary,INTJ,/dʒuˈdɪʃiˌɛɹi/,/d‍ʒuːdˈɪʃəɹi/,5043671
embroidery,NOUN,/ɛmˈbɹɔɪdɝi/,/ɛmbɹˈɔ‍ɪdəɹi/,5042831
mama,NOUN,/ˈmɑmə/,/mˈɑːmɐ/,5042818
nonfiction,NOUN,/nɑnˈfɪkʃən/,/nˌɒnfˈɪkʃən/,5039708
racism,NOUN,/ˈɹeɪˌsɪzəm/,/ɹˈe‍ɪsɪzəm/,5035527
interpret,NOUN,/ˌɪnˈtɝpɹət/,/ɪntˈɜːpɹɪt/,5034981
accord,NOUN,/əˈkɔɹd/,/ɐkˈɔːd/,5034197
modest,ADJ,/ˈmɑdəst/,/mˈɒdəst/,5033760
licensee,NOUN,/ˌɫaɪsənˈsi/,/lˈa‍ɪsnsiː/,5032531
countryside,NOUN,/ˈkəntɹiˌsaɪd/,/kˈʌntɹɪsˌa‍ɪd/,5032517
liaison,NOUN,/ˈɫeɪˌzɑn/,/liːˈe‍ɪzɒn/,5032366
bisexual,ADJ,/ˌbaɪˈsɛkʃuəɫ/,/ba‍ɪsˈɛkʃuːə‍l/,5030369
installer,ADV,/ˌɪnˈstɔɫɝ/,/ɪnstˈɔːlɐ/,5023150
insure,NOUN,/ˌɪnˈʃʊɹ/,/ɪnʃˈɔː/,5018519
clarify,VERB,/ˈkɫɛɹəˌfaɪ/,/klˈæɹɪfˌa‍ɪ/,5016927
activate,NOUN,/ˈæktəˌveɪt/,/ˈæktɪvˌe‍ɪt/,5014202
